index,title,article,news
57,"북 무인기, 공격용 아니라지만…군 대응에 커지는 우려","지난 26일 북한 무인기의 수도권 영공 침범을 계기로 북한군의 무인기를 활용한 실제 공격 가능성과 우리 군의 대응 체계에 대한 우려의 목소리가 나온다.
27일 군 안팎의 설명을 종합하면, 북한은 주력 무인정찰기로 ‘방현’을 300여대 운용 중이며 러시아제 공격무인기 수십대를 실전 배치했다. 또 정찰과 공격 임무를 함께 수행할 수 있는 무인기인 ‘두루미’도 개발한 것으로 알려졌다. 군 안팎에서는 한국에 견줘 공군력이 열세인 북한이 전력 공백을 메우려고 최소 400대에서 최대 1천대까지 정찰·공격용 무인기를 운용하는 것으로 추정한다.
북한이 무인기를 운용하는 주된 목적은 대남 감시·정찰이라고 한다. 군당국은 북한 무인기 중 실질적 위협이 되는 것은 공격용 무인기인데, 현재 군의 탐지·타격 자산으로 대응이 가능하다고 설명한다. 군 관계자는 “북한 무인기는 사전에 입력된 좌표와 경로를 따라 비행하는 초보적 기술 수준이라 원격 조정이나 자율화 같은 기술을 바탕으로 하는 한국과 미국 무인기와는 기술 격차가 크다”고 말했다.
지난 26일, 수도권 영공을 침범한 북한 무인기 5대는 정찰용 소형 무인기다. 특히 이 정찰 무인기의 성능과 관련해, 지난 26일 서울 상공에 들어온 북한 무인기가 용산 대통령실을 촬영했는지 여부를 두고 논란이 일었다. 합동참모본부는 “용산 상공에 무인기 비행 흔적(레이더 포착 항적)이 없다”며 부인했다. 하지만 서울 은평구 상공까지 남하한 북한 무인기가 고도 3㎞, 시속 100㎞ 속도로 비행한 점을 고려하면, 은평구 상공에서도 용산 대통령실 방향 촬영이 가능하다는 말이 나온다. 다만 그동안 북한 무인기들의 경우, 부착된 사진기 성능이 높지 않아 구글어스나 포털 서비스의 지도보다 해상도가 떨어졌다고 한다.

하지만 북한이 무인기 기술을 계속 발전시키고 있어, 이런 소형 무인기에 화학·생물 무기나 폭탄을 달아 한국을 공격할 수 있다는 우려도 나온다. 이런 주장은 2014년 한국 야산 곳곳에서 추락한 북한 무인기들이 발견됐을 때도 제기된 바 있다. 하지만 군당국이 추락한 북한 소형 무인기 3대를 복원해 비행시험을 한 결과, 북한 무인기에는 800g 안팎의 수류탄 1개 무게를 달 수 있다는 시험 결과가 나왔다.
현재 한국군의 대공방어체계는 북한 전투기 탐지·격추에 초점을 맞춰 짜여 있다. 하지만 26일 영공을 침범한 정찰용 무인기는 3m 이하의 작은 크기라, 현재 군의 탐지·타격 능력으로 대처하기 어렵다는 게 군당국의 설명이다. 이런 소형 무인기는 전투기보다 무척 작고 비행 고도가 낮아서 기존 레이더로 포착하기 어렵다는 것이다. 무인기 기체에서 내는 열이 적어 육상의 열상감시장비(TOD)로도 포착이 어렵다. 이 때문에 2017년까지는 북한 무인기가 영공을 침범해도 탐지·식별조차 하지 못했고, 2018년 국지방공레이더를 배치한 뒤에야 탐지가 가능해졌다.
소형 무인기는 미사일과 로켓 등 레이더에 의존하는 기존 타격 무기로는 명중이 어렵다. 지난 26일 전투기와 공격헬기, 저속 항공기인 KA-1 등 20대를 동원하고도 무인기 격추에 실패한 것도 이 때문이다.
무인기 무력화 대책으로는 전파를 교란하는 재밍 등 물리적 파괴 없이 무력화를 뜻하는 ‘소프트킬’과, 기관총·미사일로 격추시키거나 그물망·그물총으로 무인기를 포획하거나 전자기 펄스, 레이저 등을 발사하는 등의 ‘하드킬’ 방식이 있다. 주한미군은 전북 군산기지 8전투비행단에 소형 무인기를 탐지·식별하는 이동식 레이더와 연동해 무인기에 방해 전파를 쏘는 드론 버스터 소총을 운용하고 있다. 하지만 전파를 방사해 소형 무인기의 경로를 이탈시키거나 추락을 유도하는 재밍 방식은 수도권 같은 인구밀집지역에서는 신중하게 사용해야 한다는 지적이 나온다. 함부로 사용하면 시민의 핸드폰이나 기업 전자통신장비를 먹통으로 만들거나 민항기 안전을 위협할 수도 있기 때문이다.",한겨레
58,신의한수·가세연 국힘 전대 출사표…“흥행 도움” vs “당 이미지 왜곡”,"국민의힘 새 지도부를 뽑는 내년 3월 전당대회에 ‘보수 유튜버’들이 출사표를 던지면서 당 안에서 엇갈린 반응이 나오고 있다. 유명 유튜버들의 출마로 전당대회가 흥행할 수 있다는 기대감이 나오는 반면 오히려 당의 이미지를 왜곡시킬 수 있다는 우려도 함께 나온다.
유상범 국민의힘 의원은 27일 <문화방송>(MBC) 라디오 인터뷰에서 “이른바 극우 유튜버들이 최고위원 도전장을 내놓고 있는데 어떻게 평가를 하느냐’는 질문에 “그분들이 왔을 때 경선 과정에서 흥행에는 어느 정도는 도움이 될 것 같다”고 말했다. 현재 ’가로세로연구소’ 출연자인 김세의씨, ’신의 한수’ 신혜식씨는 최고위원 출마를, 김건희 여사 팬클럽 회장 출신인 강신업 변호사는 대표 출마를 공언한 상태다. 유 의원은 “국민적 관심도 받을 것 같다. 가세연(가로세로연구소)의 김세의 대표 같은 경우는 어느 정도 이제 셀럽화 돼있는 분 아니겠냐”며 “보수를 지지했던 사람들의 입장에서 보면 그분들이 사이다 발언을 통해서 답답한 자기들의 심정을 대변해 선호했다”고 말했다.
그러나 조해진 의원은 <에스비에스>(SBS) 라디오 인터뷰에서 ‘보수 유튜버들의 전당대회 출마를 어떻게 보냐’는 질문에 “당의 발전이나 정치 발전을 위한 진정성을 가지고 해야지, 개인적인 이해관계 때문에 전당대회를 이용하는 취지로 출마하는 것은 누구든 간에 바람직하지 않다”며 우려를 나타냈다. 조 의원은 “일단 출마를 했으면 국민들이 바라는 건강한 집권당의 모습을 보여주는 데 기여를 해야지, 거기서 자극적인 발언이라든지 특정 열성 지지자들만 생각해서 당의 이미지나 노선을 왜곡시킨다든지 하는 그런 일이 없었으면 하는 바람”이라고 말했다. 조 의원은 또한 “그런 경우가 생긴다면 선거관리위원회에서 어느 정도 정리해 줄 필요는 있다고 본다”고 덧붙였다.

‘보수 유튜버’들의 국민의힘 전대 도전은 당원투표 100%로 새 지도부를 선출하기로 룰을 바꾸면서 더욱 탄력을 받고 있다. 당심이 중요해진 만큼, 이들 유튜버들이 강성 당원들의 지지를 기대하며 출사표를 던지고 있는 것이다. 최근 몇달 동안 극우 성향의 전광훈 사랑제일교회 담임목사는 유튜브 채널을 중심으로 ‘국민의힘 점령 운동’을 벌이며 당원 가입을 독려하기도 했다.
전당대회를 앞두고 후보가 난립할 때 통상적으로 예비경선(컷오프)을 통해 본경선에 진출할 후보를 정리하지만 국민의힘은 이번 예비경선에서도 당원들의 의사를 100% 반영할 가능성이 크다. 유흥수 국민의힘 전당대회 선거관리위원장은 이날 <한겨레>와 한 통화에서 “당원 100%로 하기로 결정이 됐으니 (예비경선도) 그에 준해서 하는 게 당연한 거 아닌가”라고 말했다. 지난해 6월 이준석 대표가 당선될 때는 당원과 일반국민 여론조사를 50%씩 반영해 컷오프를 하고 본경선에선 당원투표 70%, 여론조사 30%를 반영했다. 유 위원장은 보수 유튜버들의 출마와 예비경선 통과 가능성에 대해 “전과가 많거나 그런 게 아닌, 말썽을 일으킬 우려가 있는 사람은 (출마를 제한하기) 곤란한 기준”이라고 했지만 자극적 언행을 제재할 가능성에 대해선 “논의를 해봐야 한다”고 말했다.",한겨레
59,"원세훈 감형, 국가기관-팬클럽 여론조작에 동일 잣대 ‘불공정 사면’","윤석열 대통령이 27일 국무회의에서 의결한 특별사면 명단엔 국가정보원 정치 개입 사건의 주범인 원세훈 전 국정원장이 ‘드루킹 사건’으로 유죄가 선고된 김경수 전 경남지사와 함께 ‘민의 왜곡 사범’으로 포함됐다. 국가기관의 조직적인 정치 개입과 정치인 팬클럽의 댓글 조작을 동일선상에 올려놓으며 ‘불공정 사면’을 단행했다는 비판이 나온다.
법무부는 이날 “특정 정당·정파에 유리한 방향으로 민의를 왜곡했던 사안으로 수형 중인 원세훈 전 국정원장에 대해 잔형을 감형하고, 김경수 전 경남지사에 대해 잔형 집행을 면제한다”고 밝혔다. 신자용 법무부 검찰국장은 정부서울청사에서 열린 브리핑에서 “(드루킹 사건은) 대선 과정에서 규모가 큰 조작 사건이었다. 대상자(김 전 지사)의 지위와 역할, 사건이 발생한 시점, 유사한 사건에 대한 사면 사례를 모두 종합적으로 고려해 이번에는 잔형 집행 면제만 실시했다”고 설명했다. ‘정치 여론 조작 사건’이라는 공통점을 부각하며 김 전 지사 ‘잔형 집행 면제’를 지렛대로 삼아 원 전 원장의 형기를 깎아준 것이다. 원 전 원장은 △이명박 정부 시절인 2012년 국정원 심리전단을 동원해 야당을 비방하는 댓글을 달며 총선과 대선에 개입했고 △권양숙 여사와 고 박원순 서울시장 미행·감시를 지시했으며 △건설업자로부터 뇌물을 받은 혐의가 모두 유죄로 인정돼 징역 14년2개월이 확정돼 복역 중이었다. 원 전 원장의 형기는 7년 정도 남았지만 이날 잔여형기의 절반이 감형돼 그는 3년6개월 뒤 출소하게 된다. 반면 김 전 지사는 2017년 대선을 앞두고 ‘드루킹’ 김동원씨 일당과 공모해 인터넷 포털 기사의 댓글 순위를 조작한 혐의로 징역 2년형이 확정돼 내년 5월이면 만기를 채우는 상황이었다. 국정원 초유의 선거 개입과 사찰을 주도하고 뇌물 받은 사실까지 드러난 원 전 원장과 비교하면 김 전 지사의 범죄 혐의는 단순하다. 김 전 지사는 ‘들러리’를 거부한다며 ‘사면 불원서’까지 제출했지만, 결과적으로 이명박 전 대통령뿐만 아니라 원 전 원장 사면의 지렛대로 활용됐다. 여권의 한 관계자는 “본인이 거부했는데 김 전 지사를 왜 사면 대상으로 올렸는지 이해가 가지 않는다. 기계적 균형 아닌가 싶다”고 말했다.
전직 국회의원과 광역단체장 등 여야의 주요 정치인 사면 명단을 봐도 정치적 균형과는 거리가 멀다는 지적이 나온다. 여권에선 이 전 대통령을 필두로 박근혜 정부의 핵심이었던 최경환(국정원 특활비 상납), 조윤선(화이트 리스트), 최구식(보좌관 월급 전용), 이완영(불법 기부금 수수), 이병석(일감 몰아주기 3자 뇌물), 김성태(케이티 취업 청탁) 전 의원 등이 사면 혜택을 받았다. 반면 야권 정치인 사면은 김 전 지사 외에 신계륜(입법 로비), 전병헌(이스포츠 관련 뇌물) 전 의원과 강운태 전 광주시장(사전선거운동) 정도에 그쳤다.
야권은 이날 특별사면에 “모욕적이고 뻔뻔하다”는 반응을 내놨다. 박성준 더불어민주당 대변인은 김 전 지사와 원 전 원장 동시 사면에 대해 “김 전 지사를 ‘물타기용’으로 사면하면서 국가기관을 조직적으로 동원한 국기문란 사건의 주범과 함께 언급한 것 자체가 어불성설”이라고 말했다. 김희서 정의당 수석대변인도 “국민통합이 아니라 적폐세력과 반민주세력만을 통합하는 특권사면이고, 국민이 쌓아 올린 민주주의를 모욕하는 사면”이라고 밝혔다.",한겨레
60,“국힘은 공직자들 대변만”…국정조사 회의장 나가버린 유족들,"27일 국회에서 열린 이태원 참사 국정조사 특별위원회 기관보고에서 야당은 재난 컨트롤타워인 대통령실의 부실대응 책임을 따져 물었고 여당은 대통령실이 신속하게 대응했다며 엄호했다. 이상민 행정안전부 장관은 야당 의원들의 늑장 대응 지적에 “이미 골든타임이 지난 시간”이라며 자신의 과실이 없다고 주장했다.
야당은 우선 이날 기관보고 대상(대통령실 국정상황실, 국가안보실 위기관리센터, 행정안전부, 경찰청, 소방청, 서울경찰청, 용산경찰서) 중 대통령실을 집중 겨냥했다. 이해식 더불어민주당 의원은 지난 23일 행안부 현장조사에서 공개되지 않았던 국가위기관리 기본 지침을 제시하며 “국가위기관리 컨트롤타워는 국가안보실과 대통령 비서실이라고 명시돼 있다”며 재난 컨트롤타워가 어디냐고 물었다. 기관 증인으로 출석한 한오섭 국정상황실장은 “윤석열 대통령이 참사 초기에 명확히 했다. 재난 컨트롤타워는 자신이라고 했고 그 이후 여러 회의를 통해 국민의 생명과 안전을 책임지는 최종 책임자는 대통령이라고 말했다”고 답했다. 다만 이상민 행안부 장관은 “재난안전기본법상 행안부 장관이 재난에 대해 총괄 조정하게 돼 있다”며 “(제가) 실무적인 선에서 컨트롤타워”라고 답했다.
여당은 참사 당시 “대통령실 프로세스는 어떤 정부보다 빨랐다”(조은희 국민의힘 의원)며 반박했다. 조 의원은 2019년 강원도 산불 사례와 이태원 참사를 비교하며 “윤 대통령의 첫 지시는 강원도 산불 발생 당시 문재인 대통령보다 3시간이 빨랐다”고 말했다. 박형수 의원도 “각 기관의 보고가 늦어져 그 기관이 컨트롤타워로서 기능을 못 한 것과 국정상황실·대통령실 대응이 부적절했냐는 다른 문제”라고 일축했다.
국회에서 해임건의안이 통과된 뒤에도 장관직을 유지하고 있는 이상민 장관은 이날도 완강한 태도를 보였다. 윤건영 민주당 의원이 이 장관이 사고를 인지한 뒤 85분이 지나서야 현장에 도착한 점에 대해 “기사가 올 때까지 기다렸냐. 택시라도 타고 가며 지시를 내려야 했다”고 하자 이 장관은 “제가 그사이에 놀고 있었겠냐. 나름대로 여기저기 전화하면서 상황을 파악하고 있던 것”이라고 맞받았다. 윤 의원이 “참사 현장에서는 많은 국민이 죽어가고 있었다”고 하자 이 장관은 “그 시간은 이미 골든타임을 지난 시간이었고 의원하고는 생각을 조금 달리한다”고 응수했다.

국민의힘 의원들은 참사 당일 현장으로 출동하던 명지병원 재난의료지원팀 ‘닥터카’를 자신의 집 근처로 불러 동승한 신현영 민주당 의원을 국정조사 증인으로 세워야 한다고 촉구했다. 조규홍 보건복지부 장관은 ‘(재난의료지원팀) 자격이 없는 신 의원이 위중한 사람들의 구급을 방해한 것이 아니냐’는 박성민 국민의힘 의원 질의에 “재난응급의료 비상대응매뉴얼에 맞지 않는 부적절한 행위라고 생각한다”고 답했다.
이날 기관보고를 방청하던 유가족들이 ‘참사 대응에 큰 문제가 없었다’는 취지로 내놓은 이 장관의 답변과 신현영 의원의 닥터카 동승 비판에 집중하는 여당 의원들의 태도에 항의하며 회의가 중단되기도 했다. 유가족들은 “신현영 하나 물고 늘어지는 국정조사가 무슨 의미가 있냐”고 비판했고, 참사 희생자 이지한씨의 어머니 조미은씨는 회의장에 들어와 이 장관 앞에 가서 “내 아들이 죽었다고요”라고 외치며 눈물로 호소하기도 했다. 유가족들은 “원한을 밝혀달라고 했는데 외려 국민의힘 의원들이 정부 고위 공직자들을 대변해주고 있다”고 반발하며 회의장을 나갔다.
한편, 이 장관은 자신의 발언을 두고 논란이 거세지자 기관보고가 속개된 뒤 “제가 골든타임을 판단할 능력과 자격이 없는데 성급한 발언이었던 것 같다”며 “유감의 말씀을 드린다”고 말했다.",한겨레
61,"영공 뚫리고 대응 허점…“정부, 안보무능 노출”","북한 무인기 5대가 지난 26일 서부전선 군사분계선을 넘어와 서울과 경기도 일대 상공을 돌아다녔는데도, 군이 격추에 실패하는 등 대응 태세의 허점을 드러냈다는 비판이 이어지고 있다. 윤석열 대통령은 27일 군의 대비 태세와 훈련 부족을 질타했고, 합동참모본부(합참)는 대국민 사과를 하며 무인기 대응 전력을 강화하겠다고 밝혔다.
윤 대통령은 이날 대통령실에서 주재한 국무회의에서 전날 발생한 북한 무인기의 영공 침범에 대해 “지난 수년간 우리 군의 대비 태세와 훈련이 대단히 부족했음을 보여주고 더 강도 높은 대비 태세와 훈련이 필요하다고 하는 것을 여실히 확인해준 사건”이라며 “그 사건을 계기로 해서 드론부대 설치를 최대한 앞당기겠다”고 말했다. 윤 대통령은 국회 심의 과정에서 삭감된 ‘드론 국방예산’도 확충하겠다고 밝혔다. 윤 대통령은 “이런 군용 무인기 도발에 대한 내년도 대응 전력 예산이 국회에서 50%나 삭감이 됐다”며 “새해 국회를 다시 설득해서 국민들이 불안해하지 않으시도록 예산과 전력을 확충하도록 하겠다”고 말했다.
주호영 국민의힘 원내대표는 이날 원내대책회의에서 “적의 무인기가 서울 중심까지 아무 제재 없이 날아온 것 자체가 너무 충격”이라며 “과거 이런 침범이 있었음에도 왜 그때부터 대비하지 못했는지 철저히 검열하고 대비해야 한다”고 지적했다.
이재명 더불어민주당 대표는 이날 페이스북에 올린 글에서 “북한의 무모한 도발에 정부 당국은 무엇을 했나”라며 “이번 사건에서 우리 정부는 도저히 있을 수 없는 ‘안보 무능’을 노출했다”고 비판했다. 김종대 연세대 통일연구원 객원교수(전 정의당 의원)도 <시비에스>(CBS) 라디오 인터뷰에서 “남한의 대비 태세에 허점이 무수히 많다는 걸 북에 알려버린 것”이라고 지적했다. 그는 무인기를 잡기 위해 공군기까지 출격시켜놓고도 격추에 실패한 것을 두고 “파리 한마리를 망치로 잡으려는 식”이라고 꼬집었다.

합참은 이날 대국민 사과를 했다. 강신철 합참 작전본부장은 “어제 적 무인기 5대가 대한민국 영공을 침범하였고, 우리 군은 이를 탐지 추적하였으나, 격추시키지 못하였다는 점에 대해 송구하게 생각한다”고 밝혔다. 이어 “우리 군은 적 무인기의 도발에 대비하여 각급 부대별 탐지·타격 자산 운용을 면밀하게 점검하고, 탐지자산은 초기부터 무인기를 탐지할 수 있도록 적극 운용하며 타격자산을 공세적으로 투입하겠다”고 했다. 합참은 윤 대통령의 ‘드론부대 설치’ 발언과 관련해 “기존의 드론봇 전투단과는 차원이 다른 전략적·작전적 수준에서 과학기술의 발전 추세, 전쟁 양상 등을 반영하여 창설할 것”이라고 밝혔다.",한겨레
62,"대통령실, NSC 안 연 이유가 “전쟁 중엔 토론 불가능”","대통령실이 지난 26일 북한 무인기의 영공 침범 당시 대통령실의 대응이 부실했다는 야권의 비판에 대해 “대통령실은 확전을 각오하고 엄중하게 상황을 관리했다”고 반박했다. 북한 무인기 침범 당시 국가안전보장회의(NSC)를 열지 않은 것에 대해선 “전쟁 중에는 토론하는 것이 불가능하다”고도 했다.
대통령실 관계자는 27일 <한겨레>에 “윤석열 대통령은 어제 북한 무인기의 우리 쪽 영공 침범 직후 ‘비례성 원칙’에 따라 북한에 무인기를 보내도록 지시했고 단호하게 대처했다”며 “안보 불감은 말이 안 되는 주장”이라고 밝혔다.
이날 더불어민주당 소속 국회 국방위원회 위원들이 국회에서 긴급 기자회견을 열어 “북한 무인기가 6시간 이상 우리 영공을 날아다녔는데도, 대통령실은 엔에스시를 열지 않았다”며 부실 대응이라고 비판하자 반박에 나선 것이다 . 이 관계자는 “실제 상황이 벌어졌을 때는 대응을 해야 하지 토론하고 규탄하고 하는 것은 아니지 않나”라고 덧붙였다. 대통령실 고위 관계자도 “작전 수행 전에 대응 태세를 논의하는 것인데, 어제는 이미 작전 진행 중이어서 보통 엔에스시 개최 요건과는 좀 다른 상황이었다”고 설명했다 .
전날 대통령실 핵심 관계자는 용산 대통령실에서 기자들과 만나 ‘북한 무인기 대응을 위한 대통령실의 조처’와 관련한 질문을 받고 “안보실장을 중심으로 실시간 대응을 했다”며 “구체적 내용은 합참에서 일괄적으로 발표할 예정”이라고 말했다.",한겨레
63,윤 대통령이 ‘오겜’ 이정재·황동혁에 훈장 주며 던진 농담은,"윤석열 대통령이 27일 넷플릭스 드라마 <오징어 게임>으로 미국 에미상을 수상한 배우 이정재와 황동혁 감독에게 금관문화훈장을 수여했다.
윤 대통령은 이날 오후 용산 대통령실 2층 자유홀에서 이정재와 황 감독의 왼쪽 가슴 아래 금관문화훈장 정장을 직접 걸어주며 “고맙다”, “수고했다”는 말을 건넸다. 문화훈장은 문화예술 발전과 국민 문화 향유에 기여한 공적이 뚜렷한 인물에게 수여하는 훈장으로, 금관은 가장 높은 1등급 훈장이다.
이정재와 황 감독은 지난 9월 <오징어 게임>으로 미국 방송계 최고 권위인 에미상 남우주연상과 감독상을 각각 받았다.
윤 대통령은 주변을 둘러보며 “세월이 지나서 (이들 중) 장관을 할 수도 있으니까, 이 사람이 옛날에 나하고 사진 찍은 사람이라고 (할 수 있지 않나)”라고 농담을 던졌다.

윤 대통령은 훈장 수여 뒤 이들과 안상훈 사회수석, 김은혜 홍보수석 등 대통령실 참모진과 함께 기념촬영을 하고, 환담을 나눴다.",한겨레
64,‘85분 지각’ 이상민 “이미 골든타임 지났다…놀고 있었겠냐?”,"27일 이태원 참사 국정조사 특별위원회 기관보고에 출석한 이상민 행정안전부 장관이 ‘늑장 대응’을 지적하는 야당 의원에게 “이미 골든타임을 지난 시간이었다. 제가 그 사이에 놀고 있었겠냐”고 되받아쳐 빈축을 샀다.
이날 국조특위 회의에서 윤건영 더불어민주당 의원은 이 장관의 이태원 참사 당일 행적에 대해 집중적으로 따져 물었다. 이 장관이 참사가 일어난 10월29일 오후 11시20분 첫 보고를 받았는데 85분이 지난 0시45분에 참사 현장에 도착했기 때문이다.
현장 도착이 늦어진 배경을 묻는 윤 의원에게 이 장관은 ‘수행하는 기사가 경기도 일산에서 서울 압구정의 자택까지 오는 걸 기다렸다’는 취지로 답했다. 이에 윤 의원이 “통상적인 사람이라면 택시라도 타고 지시를 내리면서 간다. 80분이라는 시간을 낭비한 거다”라고 지적하자 그는 “저는 그렇게 생각하지 않는다”며 “그 시간은 이미 골든타임을 지난 시간이었다”고 되받아쳤다. ‘이미 생명을 구할 수 있는 골든타임을 넘겼으니 늑장 대응이 아니다’라는 취지다. 정부는 119에 압사를 우려하는 첫 신고가 들어온 밤 10시15분을 참사 발생 시점으로 보고 있다.
이 장관의 발언에 회의장에선 야당 의원들의 항의와 비판이 쏟아졌다. 이 장관은 그럼에도 “제가 그 사이에 놀고 있었겠나. 상식적으로 생각을 해보시라”며 거듭 반박했다. 그는 “누구를 기다리고 있는 게 아니라 나름대로는 여기저기 전화하면서 상황을 다 파악하고 있었던 것”이라고 말했다.
이런 해명에도 논란이 거듭되자 이 장관은 결국 유감을 표명했다. 그는 이날 밤 기관보고가 속개되자 “제가 골든타임을 판단할 능력과 자격이 없는데 성급한 발언이었던 것 같다”며 “이 점에 대해서 유감의 말씀을 드린다”고 말했다.",한겨레
65,무인기 포착 탐지자산 2018년 배치…윤 대통령은 ‘전 정부 탓’,"윤석열 대통령이 북한 무인기의 지난 26일 영공 침범에 대해 “수년간 군의 대비태세가 부족했음을 보여준 사건”이라며 전임 문재인 정부의 대북·국방 태세를 탓했다.
윤 대통령은 27일 용산 대통령실에서 열린 국무회의에서 “(북한 무인기의 영공 침범은) 더 강도 높은 대비태세와 훈련이 필요하다고 하는 것을 여실히 확인해준 사건”이라며 이렇게 말했다. 윤 대통령은 이어 “지난 2017년부터 유에이브이(UAV·무인비행기) 드론에 대한 대응 노력과 훈련, 전력 구축이 제대로 되지 않고 훈련이 아주 전무했다고 하는 것을 보면, 북한의 선의와 군사합의에만 의존한 대북정책이 얼마나 위험한 것인지 우리 국민들께서 잘 보셨을 거라고 생각한다”고 했다. 문재인 정부의 한반도 평화 프로세스를 북한 무인기 침범의 한 원인으로 지목한 것이다. 윤 대통령은 그러면서 드론부대 창설을 앞당기고, 국회 심사 과정에서 50% 삭감된 내년도 무인기 대응 예산을 확충하겠다고도 했다.
그러나 국방부가 이번 북한 무인기를 포착하는 과정에서 문재인 정부 때인 2018년 배치된 국지방공레이더 등의 탐지 자산을 이용한 것을 보면, 전 정부만 탓하기엔 근거가 부족해 보인다. 박근혜 정부 시절인 2014년 봄(경기도 파주, 인천 백령도, 강원도 삼척)과 문재인 정부 초기인 2017년 6월(강원도 인제)에는 추락한 북한 무인기의 잔해가 발견된 뒤에야 무인기 침범 사실을 뒤늦게 인지했던 것과 비교해, 이번엔 탐지 자산이 어느 정도 역할을 했다는 해석이 가능하기 때문이다. 지난 26일 북한 무인기에 영공이 뚫렸을 때 큰 의문을 산 점은 군의 대응 작전 능력이었다.
국방부는 또 전파 방해·교란을 통해 무인기를 무력화하는 드론 테러 방어용 탐지레이더 에스에스아르(SSR)를 2019년 전력화했다. 현재 수도권 주요 시설에 배치돼 있다. 방위사업청이 지난달 본격 개발에 착수한 ‘한국형 재머(전파 방해 및 교란) 시스템’ 또한 전 정부 때인 지난해 12월 군당국이 긴급소요를 결정한 뒤 지난 3월부터 선행연구에 들어간 사안이다. 방사청은 2026년 1월까지 예산 244억원을 들여 군사분계선 전방 부대에 해당 시스템을 배치할 예정이라고 밝힌 바 있다.

윤 대통령 발언에 이수진 더불어민주당 원내대변인은 “안보 참사마저 전 정부 타령을 하며 국군 통수권자로서 자격을 의심케 한다. 책임 회피도 정도껏 하라”고 비판했다. 민주당은 대통령실이 지난 26일 국가안전보장회의(NSC)를 열지 않았다는 점도 비판했다. 이에 대통령실은 “전쟁 중에는 토론하는 게 불가능하다”고 반박했다. 대통령실 고위 관계자는 기자들에게 “작전 수행 전에 대응 태세를 논의하는 것인데, 어제는 이미 작전 진행 중이어서 보통 엔에스시 개최 요건과는 좀 다른 상황이었다”고 말했다.",한겨레
66,‘윤 핵심 참모’ 김태효 끼워넣기 사면…‘범법자’ 꼬리표 떼어줘,"윤석열 대통령이 27일 새해 특별사면을 단행하면서 자신의 안보 분야 핵심 참모인 김태효 국가안보실 1차장의 형 선고 실효를 결정했다. 윤석열 캠프의 직능총괄본부장으로 이름을 올렸던 김성태 전 의원의 뇌물죄도 사면되면서 대통령 사면권이 ‘내 편 챙기기’로 남용됐다는 지적이 나온다.
김 차장은 2012년 이명박 정부 대외전략기획관에서 물러나면서 군사기밀을 담고 있는 국가정보원·국군기무사령부 문건을 외부로 유출한 혐의로 기소돼 지난 10월 대법원에서 유죄(벌금 300만원 선고유예)가 확정됐다. 이에 더불어민주당은 “범법자가 안보실의 실세로 앉아 있다”며 김 차장 교체를 요구했다. 당시 윤 대통령은 야당의 경질 요구에 눈감았고 이번엔 특별사면 과정에서 김 차장의 전과 사실을 말소시키는 ‘형의 실효’를 끼워 넣었다. 이번 조처로 김 차장은 ‘범법자 안보실세’라는 꼬리표를 공식적으로 떼어냈다. 한 법조인은 “선고 유예가 된 사람을 대통령 곁에 두고 있느냐는 비판도 있었으니 정무적인 차원에서 (김 차장이 공직자의) 자격을 갖추게 한 것”이라고 짚었다.
김성태 전 의원은 2012년 10월 국정감사 기간에 이석채 당시 케이티(KT) 회장 증인 채택을 무마하고 그 대가로 자신의 딸을 케이티에 정규직으로 채용하도록 한 혐의(뇌물)로 재판에 넘겨져 지난 2월 유죄가 확정(징역 1년에 집행유예 2년)됐다. 앞서 김 전 의원은 대법원 확정 판결 전인 지난해 11월 윤석열 대선 후보 선거대책위원회의 직능총괄본부장으로 선임됐지만 부적격 인사라는 비판이 일자 자진사퇴했다. 이날 복권까지 결정되면서 김 전 의원은 2024년 총선 출마가 가능해졌다.
참여연대는 이날 성명을 내어 “이번 사면은 국민이 대통령에게 위임한 사면권을 자신의 정치적 이익을 위해 악용한 것”이라고 비판했다.",한겨레
